"smoothLatitude","smoothLongitude","smoothElevation","smoothGentimeSec","ID"
42.2915499999781,-83.7232699999931,252.986491289421,351277773.5,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,252.995823194439,351277773.6,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.005581560868,351277773.7,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.015339927297,351277773.8,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.025098293725,351277773.9,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.034856660154,351277774,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.044615026582,351277774.1,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.053771701318,351277774.2,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.062928376054,351277774.3,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.07208505079,351277774.4,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.081241725526,351277774.5,"ID180029190037582-30640"
42.2915499999781,-83.7232699999931,253.090398400262,351277774.6,"ID180029190037582-30640"
42.2915499999779,-83.7232699999931,253.100462413175,351277774.7,"ID180029190037582-30640"
42.2915499999777,-83.7232699999931,253.110526426088,351277774.8,"ID180029190037582-30640"
42.2915499999776,-83.7232699999931,253.120590439001,351277774.9,"ID180029190037582-30640"
42.2915499999774,-83.7232699999931,253.130654451914,351277775,"ID180029190037582-30640"
42.2915499999772,-83.7232699999931,253.140718464827,351277775.1,"ID180029190037582-30640"
42.291549999976,-83.7232699999931,253.153055176748,351277775.2,"ID180029190037582-30640"
42.2915499999748,-83.7232699999931,253.16539188867,351277775.3,"ID180029190037582-30640"
42.2915499999736,-83.7232699999931,253.177728600592,351277775.4,"ID180029190037582-30640"
42.2915499999724,-83.7232699999931,253.190065312513,351277775.5,"ID180029190037582-30640"
42.2915499999711,-83.7232699999931,253.202402024435,351277775.6,"ID180029190037582-30640"
42.2915499999671,-83.7232699999931,253.216651903113,351277775.7,"ID180029190037582-30640"
42.2915499999631,-83.7232699999931,253.230901781791,351277775.8,"ID180029190037582-30640"
42.2915499999591,-83.7232699999931,253.245151660469,351277775.9,"ID180029190037582-30640"
42.2915499999551,-83.7232699999931,253.259401539147,351277776,"ID180029190037582-30640"
42.2915499999511,-83.7232699999931,253.273651417825,351277776.1,"ID180029190037582-30640"
42.2915499999489,-83.7232699895592,253.287568120683,351277776.2,"ID180029190037582-30640"
42.2915499999466,-83.7232699791253,253.301484823541,351277776.3,"ID180029190037582-30640"
42.2915499999444,-83.7232699686915,253.315401526399,351277776.4,"ID180029190037582-30640"
42.2915499999422,-83.7232699582576,253.329318229257,351277776.5,"ID180029190037582-30640"
42.29154999994,-83.7232699478237,253.343234932115,351277776.6,"ID180029190037582-30640"
42.2915499999416,-83.7232679585248,253.356143100228,351277776.7,"ID180029190037582-30640"
42.2915499999431,-83.7232659692259,253.369051268341,351277776.8,"ID180029190037582-30640"
42.2915499999447,-83.7232639799271,253.381959436453,351277776.9,"ID180029190037582-30640"
42.2915499999463,-83.7232619906282,253.394867604566,351277777,"ID180029190037582-30640"
42.2915499999478,-83.7232600013294,253.407775772679,351277777.1,"ID180029190037582-30640"
42.2915499999515,-83.7232600013294,253.418195250617,351277777.2,"ID180029190037582-30640"
42.2915499999552,-83.7232600013294,253.428614728556,351277777.3,"ID180029190037582-30640"
42.2915499999588,-83.7232600013294,253.439034206494,351277777.4,"ID180029190037582-30640"
42.2915499999625,-83.7232600013294,253.449453684432,351277777.5,"ID180029190037582-30640"
42.2915499999662,-83.7232600013294,253.45987316237,351277777.6,"ID180029190037582-30640"
42.2915499999584,-83.7232600013907,253.467462926687,351277777.7,"ID180029190037582-30640"
42.2915499999506,-83.723260001452,253.475052691004,351277777.8,"ID180029190037582-30640"
42.2915499999429,-83.7232600015134,253.482642455321,351277777.9,"ID180029190037582-30640"
42.2915499999351,-83.7232600015747,253.490232219637,351277778,"ID180029190037582-30640"
42.2915499999273,-83.7232600016361,253.497821983954,351277778.1,"ID180029190037582-30640"
42.2915499999184,-83.7232600025646,253.498251068603,351277778.2,"ID180029190037582-30640"
42.2915499999094,-83.7232600034931,253.498680153251,351277778.3,"ID180029190037582-30640"
42.2915499999004,-83.7232600044217,253.4991092379,351277778.4,"ID180029190037582-30640"
42.2915499998915,-83.7232600053502,253.499538322548,351277778.5,"ID180029190037582-30640"
42.2915499998825,-83.7232600062787,253.499967407196,351277778.6,"ID180029190037582-30640"
42.2915499998803,-83.7232600060651,253.499968038665,351277778.7,"ID180029190037582-30640"
42.2915499998781,-83.7232600058516,253.499968670133,351277778.8,"ID180029190037582-30640"
42.2915499998759,-83.723260005638,253.499969301602,351277778.9,"ID180029190037582-30640"
42.2915499998737,-83.7232600054244,253.49996993307,351277779,"ID180029190037582-30640"
42.2915499998715,-83.7232600052108,253.499970564539,351277779.1,"ID180029190037582-30640"
42.2915499998788,-83.7232600047929,253.499972620109,351277779.2,"ID180029190037582-30640"
42.2915499998862,-83.7232600043749,253.499974675678,351277779.3,"ID180029190037582-30640"
42.2915499998936,-83.723260003957,253.499976731248,351277779.4,"ID180029190037582-30640"
42.291549999901,-83.7232600035391,253.499978786817,351277779.5,"ID180029190037582-30640"
42.2915499999083,-83.7232600031211,253.499980842387,351277779.6,"ID180029190037582-30640"
42.2915499999085,-83.7232600027727,253.499980640415,351277779.7,"ID180029190037582-30640"
42.2915499999088,-83.7232600024243,253.499980438442,351277779.8,"ID180029190037582-30640"
42.291549999909,-83.7232600020759,253.499980236469,351277779.9,"ID180029190037582-30640"
42.2915499999092,-83.7232600017276,253.499980034497,351277780,"ID180029190037582-30640"
42.2915499999094,-83.7232600013792,253.499979832524,351277780.1,"ID180029190037582-30640"
42.291549999911,-83.7232600014073,253.499980020999,351277780.2,"ID180029190037582-30640"
42.2915499999125,-83.7232600014355,253.499980209473,351277780.3,"ID180029190037582-30640"
42.291549999914,-83.7232600014637,253.499980397947,351277780.4,"ID180029190037582-30640"
42.2915499999156,-83.7232600014919,253.499980586421,351277780.5,"ID180029190037582-30640"
42.2915499999171,-83.72326000152,253.499980774895,351277780.6,"ID180029190037582-30640"
42.2915499999189,-83.7232600014975,253.499981314061,351277780.7,"ID180029190037582-30640"
42.2915499999207,-83.723260001475,253.499981853227,351277780.8,"ID180029190037582-30640"
42.2915499999225,-83.7232600014524,253.499982392392,351277780.9,"ID180029190037582-30640"
42.2915499999243,-83.7232600014299,253.499982931558,351277781,"ID180029190037582-30640"
42.2915499999261,-83.7232600014073,253.499983470724,351277781.1,"ID180029190037582-30640"
42.2915499999293,-83.723261328043,253.499984310564,351277781.2,"ID180029190037582-30640"
42.2915499999326,-83.7232626546786,253.499985150404,351277781.3,"ID180029190037582-30640"
42.2915499999359,-83.7232639813143,253.499985990243,351277781.4,"ID180029190037582-30640"
42.2915499999392,-83.7232653079499,253.499986830083,351277781.5,"ID180029190037582-30640"
42.2915499999424,-83.7232666345856,253.499987669923,351277781.6,"ID180029190037582-30640"
42.2915499999456,-83.7232673076671,253.499988357269,351277781.7,"ID180029190037582-30640"
42.2915499999488,-83.7232679807486,253.499989044614,351277781.8,"ID180029190037582-30640"
42.291549999952,-83.7232686538301,253.499989731959,351277781.9,"ID180029190037582-30640"
42.2915499999552,-83.7232693269116,253.499990419304,351277782,"ID180029190037582-30640"
42.2915499999584,-83.7232699999932,253.49999110665,351277782.1,"ID180029190037582-30640"
42.2915499999603,-83.7232699999957,253.499991532908,351277782.2,"ID180029190037582-30640"
42.2915499999621,-83.7232699999982,253.499991959167,351277782.3,"ID180029190037582-30640"
42.291549999964,-83.7232700000007,253.499992385426,351277782.4,"ID180029190037582-30640"
42.2915499999659,-83.7232700000033,253.499992811684,351277782.5,"ID180029190037582-30640"
42.2915499999678,-83.7232700000058,253.499993237943,351277782.6,"ID180029190037582-30640"
42.2915499999648,-83.7232699999969,253.499992615748,351277782.7,"ID180029190037582-30640"
42.2915499999618,-83.723269999988,253.499991993552,351277782.8,"ID180029190037582-30640"
42.2915499999588,-83.7232699999791,253.499991371357,351277782.9,"ID180029190037582-30640"
42.2915499999559,-83.7232699999702,253.499990749161,351277783,"ID180029190037582-30640"
42.2915499999529,-83.7232699999613,253.499990126966,351277783.1,"ID180029190037582-30640"
42.291549999947,-83.7232699999515,253.499988886464,351277783.2,"ID180029190037582-30640"
42.2915499999412,-83.7232699999416,253.499987645961,351277783.3,"ID180029190037582-30640"
42.2915499999353,-83.7232699999318,253.499986405459,351277783.4,"ID180029190037582-30640"
42.2915499999295,-83.7232699999219,253.499985164957,351277783.5,"ID180029190037582-30640"
42.2915499999236,-83.7232699999121,253.499983924454,351277783.6,"ID180029190037582-30640"
42.2915499999212,-83.723269999908,253.499982911908,351277783.7,"ID180029190037582-30640"
42.2915499999188,-83.7232699999039,253.499981899362,351277783.8,"ID180029190037582-30640"
42.2915499999164,-83.7232699998999,253.499980886815,351277783.9,"ID180029190037582-30640"
42.291549999914,-83.7232699998958,253.499979874269,351277784,"ID180029190037582-30640"
42.2915499999117,-83.7232699998917,253.499978861722,351277784.1,"ID180029190037582-30640"
42.291549999914,-83.723269999895,253.499697860221,351277784.2,"ID180029190037582-30640"
42.2915499999163,-83.7232699998984,253.499416858719,351277784.3,"ID180029190037582-30640"
42.2915499999186,-83.7232699999017,253.499135857218,351277784.4,"ID180029190037582-30640"
42.291549999921,-83.7232699999051,253.498854855716,351277784.5,"ID180029190037582-30640"
42.2915499999233,-83.7232699999084,253.498573854215,351277784.6,"ID180029190037582-30640"
42.2915499999249,-83.7232699999111,253.493622354136,351277784.7,"ID180029190037582-30640"
42.2915499999266,-83.7232699999139,253.488670854058,351277784.8,"ID180029190037582-30640"
42.2915499999283,-83.7232699999166,253.48371935398,351277784.9,"ID180029190037582-30640"
42.29154999993,-83.7232699999193,253.478767853901,351277785,"ID180029190037582-30640"
42.2915499999316,-83.723269999922,253.473816353823,351277785.1,"ID180029190037582-30640"
42.2915499999309,-83.7232699999202,253.46593613948,351277785.2,"ID180029190037582-30640"
42.2915499999302,-83.7232699999185,253.458055925137,351277785.3,"ID180029190037582-30640"
42.2915499999295,-83.7232699999167,253.450175710793,351277785.4,"ID180029190037582-30640"
42.2915499999288,-83.7232699999149,253.44229549645,351277785.5,"ID180029190037582-30640"
42.2915499999281,-83.7232699999131,253.434415282107,351277785.6,"ID180029190037582-30640"
42.2915499999313,-83.723269999918,253.428037685666,351277785.7,"ID180029190037582-30640"
42.2915499999346,-83.7232699999229,253.421660089225,351277785.8,"ID180029190037582-30640"
42.2915499999378,-83.7232699999278,253.415282492784,351277785.9,"ID180029190037582-30640"
42.2915499999411,-83.7232699999327,253.408904896343,351277786,"ID180029190037582-30640"
42.2915499999443,-83.7232699999376,253.402527299903,351277786.1,"ID180029190037582-30640"
42.2915499999479,-83.7232699999407,253.397815437974,351277786.2,"ID180029190037582-30640"
42.2915499999515,-83.7232699999437,253.393103576046,351277786.3,"ID180029190037582-30640"
42.2915499999552,-83.7232699999467,253.388391714117,351277786.4,"ID180029190037582-30640"
42.2915499999588,-83.7232699999497,253.383679852189,351277786.5,"ID180029190037582-30640"
42.2915499999624,-83.7232699999528,253.37896799026,351277786.6,"ID180029190037582-30640"
42.2915499999327,-83.7232699999554,253.370998762641,351277786.7,"ID180029190037582-30640"
42.2915499999031,-83.723269999958,253.363029535022,351277786.8,"ID180029190037582-30640"
42.2915499998735,-83.7232699999607,253.355060307403,351277786.9,"ID180029190037582-30640"
42.2915499998438,-83.7232699999633,253.347091079784,351277787,"ID180029190037582-30640"
42.2915499998142,-83.723269999966,253.339121852165,351277787.1,"ID180029190037582-30640"
42.2915499504834,-83.723269999968,253.332061919801,351277787.2,"ID180029190037582-30640"
42.2915499011527,-83.7232699999701,253.325001987438,351277787.3,"ID180029190037582-30640"
42.291549851822,-83.7232699999721,253.317942055075,351277787.4,"ID180029190037582-30640"
42.2915498024913,-83.7232699999742,253.310882122712,351277787.5,"ID180029190037582-30640"
42.2915497531606,-83.7232699999763,253.303822190349,351277787.6,"ID180029190037582-30640"
42.2915478075392,-83.7232699999735,253.305059082133,351277787.7,"ID180029190037582-30640"
42.2915458619178,-83.7232699999706,253.306295973918,351277787.8,"ID180029190037582-30640"
42.2915439162964,-83.7232699999678,253.307532865703,351277787.9,"ID180029190037582-30640"
42.291541970675,-83.723269999965,253.308769757487,351277788,"ID180029190037582-30640"
42.2915400250536,-83.7232699999621,253.310006649272,351277788.1,"ID180029190037582-30640"
42.2915400200499,-83.723269999959,253.317415880059,351277788.2,"ID180029190037582-30640"
42.2915400150462,-83.7232699999559,253.324825110845,351277788.3,"ID180029190037582-30640"
42.2915400100426,-83.7232699999527,253.332234341631,351277788.4,"ID180029190037582-30640"
42.2915400050389,-83.7232699999496,253.339643572418,351277788.5,"ID180029190037582-30640"
42.2915400000352,-83.7232699999465,253.347052803204,351277788.6,"ID180029190037582-30640"
42.2915400000341,-83.7232699999486,253.355688375921,351277788.7,"ID180029190037582-30640"
42.291540000033,-83.7232699999506,253.364323948638,351277788.8,"ID180029190037582-30640"
42.2915400000319,-83.7232699999527,253.372959521355,351277788.9,"ID180029190037582-30640"
42.2915400000307,-83.7232699999547,253.381595094072,351277789,"ID180029190037582-30640"
42.2915400000296,-83.7232699999568,253.390230666789,351277789.1,"ID180029190037582-30640"
42.2915400000294,-83.7232699999634,253.39943854527,351277789.2,"ID180029190037582-30640"
42.2915400000292,-83.72326999997,253.408646423751,351277789.3,"ID180029190037582-30640"
42.291540000029,-83.7232699999766,253.417854302232,351277789.4,"ID180029190037582-30640"
42.2915400000288,-83.7232699999832,253.427062180713,351277789.5,"ID180029190037582-30640"
42.2915400000286,-83.7232699999898,253.436270059193,351277789.6,"ID180029190037582-30640"
42.2915400000286,-83.7232699999905,253.444369878708,351277789.7,"ID180029190037582-30640"
42.2915400000285,-83.7232699999912,253.452469698224,351277789.8,"ID180029190037582-30640"
42.2915400000285,-83.7232699999918,253.460569517739,351277789.9,"ID180029190037582-30640"
42.2915400000284,-83.7232699999925,253.468669337254,351277790,"ID180029190037582-30640"
42.2915400000284,-83.7232699999931,253.476769156769,351277790.1,"ID180029190037582-30640"
42.2915400000284,-83.7232699999931,253.481363683978,351277790.2,"ID180029190037582-30640"
42.2915400000284,-83.7232699999931,253.485958211186,351277790.3,"ID180029190037582-30640"
42.2915400000284,-83.7232699999931,253.490552738394,351277790.4,"ID180029190037582-30640"
42.2915400000284,-83.7232699999931,253.495147265602,351277790.5,"ID180029190037582-30640"
42.2915400000284,-83.7232699999931,253.499741792811,351277790.6,"ID180029190037582-30640"
42.2915400000295,-83.7232699999918,253.499792292426,351277790.7,"ID180029190037582-30640"
42.2915400000305,-83.7232699999905,253.499842792042,351277790.8,"ID180029190037582-30640"
42.2915400000316,-83.7232699999893,253.499893291658,351277790.9,"ID180029190037582-30640"
42.2915400000326,-83.723269999988,253.499943791273,351277791,"ID180029190037582-30640"
42.2915400000336,-83.7232699999867,253.499994290889,351277791.1,"ID180029190037582-30640"
42.2915400000344,-83.7232699999858,253.499785400608,351277791.2,"ID180029190037582-30640"
42.2915400000351,-83.7232699999849,253.499576510327,351277791.3,"ID180029190037582-30640"
42.2915400000359,-83.7232699999841,253.499367620046,351277791.4,"ID180029190037582-30640"
42.2915400000366,-83.7232699999832,253.499158729765,351277791.5,"ID180029190037582-30640"
42.2915400000374,-83.7232699999823,253.498949839484,351277791.6,"ID180029190037582-30640"
42.2915400000381,-83.7232699999814,253.493972647821,351277791.7,"ID180029190037582-30640"
42.2915400000388,-83.7232699999805,253.488995456159,351277791.8,"ID180029190037582-30640"
42.2915400000395,-83.7232699999796,253.484018264496,351277791.9,"ID180029190037582-30640"
42.2915400000402,-83.7232699999786,253.479041072834,351277792,"ID180029190037582-30640"
42.291540000041,-83.7232699999777,253.474063881171,351277792.1,"ID180029190037582-30640"
42.2915400000408,-83.723269999978,253.466221179486,351277792.2,"ID180029190037582-30640"
42.2915400000406,-83.7232699999782,253.4583784778,351277792.3,"ID180029190037582-30640"
42.2915400000404,-83.7232699999785,253.450535776115,351277792.4,"ID180029190037582-30640"
42.2915400000402,-83.7232699999787,253.442693074429,351277792.5,"ID180029190037582-30640"
42.2915400000401,-83.723269999979,253.434850372744,351277792.6,"ID180029190037582-30640"
42.2915400000404,-83.7232699999787,253.428500691577,351277792.7,"ID180029190037582-30640"
42.2915400000407,-83.7232699999784,253.42215101041,351277792.8,"ID180029190037582-30640"
42.291540000041,-83.7232699999781,253.415801329243,351277792.9,"ID180029190037582-30640"
42.2915400000413,-83.7232699999778,253.409451648076,351277793,"ID180029190037582-30640"
42.2915400000416,-83.7232699999775,253.403101966909,351277793.1,"ID180029190037582-30640"
42.2915400000436,-83.7232699999753,253.402461117462,351277793.2,"ID180029190037582-30640"
42.2915400000456,-83.723269999973,253.401820268015,351277793.3,"ID180029190037582-30640"
42.2915400000476,-83.7232699999708,253.401179418568,351277793.4,"ID180029190037582-30640"
42.2915400000496,-83.7232699999685,253.400538569121,351277793.5,"ID180029190037582-30640"
42.2915400000516,-83.7232699999663,253.399897719674,351277793.6,"ID180029190037582-30640"
42.2915400000555,-83.723269999959,253.397318896452,351277793.7,"ID180029190037582-30640"
42.2915400000594,-83.7232699999517,253.39474007323,351277793.8,"ID180029190037582-30640"
42.2915400000633,-83.7232699999445,253.392161250008,351277793.9,"ID180029190037582-30640"
42.2915400000672,-83.7232699999372,253.389582426786,351277794,"ID180029190037582-30640"
42.2915400000712,-83.72326999993,253.387003603563,351277794.1,"ID180029190037582-30640"
42.2915400000711,-83.7232699999288,253.379599263577,351277794.2,"ID180029190037582-30640"
42.2915400000711,-83.7232699999277,253.37219492359,351277794.3,"ID180029190037582-30640"
42.2915400000711,-83.7232699999266,253.364790583604,351277794.4,"ID180029190037582-30640"
42.2915400000711,-83.7232699999255,253.357386243617,351277794.5,"ID180029190037582-30640"
42.291540000071,-83.7232699999243,253.349981903631,351277794.6,"ID180029190037582-30640"
42.2915400000706,-83.7232699999258,253.342578554898,351277794.7,"ID180029190037582-30640"
42.2915400000702,-83.7232699999272,253.335175206165,351277794.8,"ID180029190037582-30640"
42.2915400000699,-83.7232699999287,253.327771857431,351277794.9,"ID180029190037582-30640"
42.2915400000695,-83.7232699999301,253.320368508698,351277795,"ID180029190037582-30640"
42.2915400000691,-83.7232699999315,253.312965159965,351277795.1,"ID180029190037582-30640"
42.2915400000661,-83.7232699999379,253.310389328121,351277795.2,"ID180029190037582-30640"
42.2915400000632,-83.7232699999443,253.307813496276,351277795.3,"ID180029190037582-30640"
42.2915400000603,-83.7232699999506,253.305237664431,351277795.4,"ID180029190037582-30640"
42.2915400000573,-83.723269999957,253.302661832586,351277795.5,"ID180029190037582-30640"
42.2915400000544,-83.7232699999634,253.300086000742,351277795.6,"ID180029190037582-30640"
42.2915400000545,-83.7232699999631,253.29952987307,351277795.7,"ID180029190037582-30640"
42.2915400000546,-83.7232699999629,253.298973745399,351277795.8,"ID180029190037582-30640"
42.2915400000547,-83.7232699999627,253.298417617727,351277795.9,"ID180029190037582-30640"
42.2915400000548,-83.7232699999624,253.297861490056,351277796,"ID180029190037582-30640"
42.2915400000549,-83.7232699999622,253.297305362384,351277796.1,"ID180029190037582-30640"
42.2915400000565,-83.7232699999595,253.291257044909,351277796.2,"ID180029190037582-30640"
42.291540000058,-83.7232699999568,253.285208727434,351277796.3,"ID180029190037582-30640"
42.2915400000595,-83.7232699999542,253.27916040996,351277796.4,"ID180029190037582-30640"
42.2915400000611,-83.7232699999515,253.273112092485,351277796.5,"ID180029190037582-30640"
42.2915400000626,-83.7232699999488,253.26706377501,351277796.6,"ID180029190037582-30640"
42.2915400000625,-83.7232699999487,253.257642876555,351277796.7,"ID180029190037582-30640"
42.2915400000625,-83.7232699999487,253.248221978099,351277796.8,"ID180029190037582-30640"
42.2915400000624,-83.7232699999486,253.238801079644,351277796.9,"ID180029190037582-30640"
42.2915400000623,-83.7232699999486,253.229380181189,351277797,"ID180029190037582-30640"
42.2915400000623,-83.7232699999485,253.219959282734,351277797.1,"ID180029190037582-30640"
42.2915400000589,-83.7232699999532,253.20750310667,351277797.2,"ID180029190037582-30640"
42.2915400000556,-83.7232699999578,253.195046930607,351277797.3,"ID180029190037582-30640"
42.2915400000522,-83.7232699999625,253.182590754543,351277797.4,"ID180029190037582-30640"
42.2915400000489,-83.7232699999671,253.17013457848,351277797.5,"ID180029190037582-30640"
42.2915400000455,-83.7232699999718,253.157678402417,351277797.6,"ID180029190037582-30640"
42.2915400000478,-83.7232699999663,253.145036161371,351277797.7,"ID180029190037582-30640"
42.2915400000501,-83.7232699999608,253.132393920324,351277797.8,"ID180029190037582-30640"
42.2915400000523,-83.7232699999553,253.119751679278,351277797.9,"ID180029190037582-30640"
42.2915400000546,-83.7232699999498,253.107109438232,351277798,"ID180029190037582-30640"
42.2915400000569,-83.7232699999443,253.094467197186,351277798.1,"ID180029190037582-30640"
42.2915400000578,-83.7232699999437,253.079551128268,351277798.2,"ID180029190037582-30640"
42.2915400000586,-83.7232699999432,253.06463505935,351277798.3,"ID180029190037582-30640"
42.2915400000595,-83.7232699999426,253.049718990432,351277798.4,"ID180029190037582-30640"
42.2915400000603,-83.723269999942,253.034802921513,351277798.5,"ID180029190037582-30640"
